"Id_geboorteplaats";"Id_verbl";"Plaatsnaam_letterlijk";"Plaatsnaam_vertaling";"Gevangenis"
18059;18084;"Asper";"Asper";"Gent"
18060;18085;"Laerne";"Laarne";"Gent"
18061;18086;"Oostacker";"Oostakker";"Gent"
18062;18087;"Tronchiennes";"Drongen";"Gent"
18063;18088;"Herseaux";"Herseaux";"Gent"
18064;18089;"Eecloo";"Eeklo";"Gent"
18065;18090;"Lembeke";"Lembeke";"Gent"
18066;18091;"Gand";"Gent";"Gent"
18067;18092;"Somerghem";"Zomergem";"Gent"
18068;18093;"Gand";"Gent";"Gent"
18069;18094;"Baelegem";"Balegem";"Gent"
18070;18095;"Gand";"Gent";"Gent"
18071;18096;"Gand";"Gent";"Gent"
18072;18097;"Gand";"Gent";"Gent"
18073;18098;"Gand";"Gent";"Gent"
18074;18099;"Gand";"Gent";"Gent"
18075;18100;"Gand";"Gent";"Gent"
18076;18101;"Huysse";"Huise";"Gent"
18077;18102;"Gand";"Gent";"Gent"
18078;18103;"Nevele";"Nevele";"Gent"
18079;18104;"Gand";"Gent";"Gent"
18080;18105;"Mons";"Bergen";"Gent"
18081;18106;"Michelbeke";"Michelbeke";"Gent"
18082;18107;"Sleidinge";"Sleidinge";"Gent"
18083;18108;"Gand";"Gent";"Gent"
18084;18109;"Lokeren";"Lokeren";"Gent"
18085;18111;"Waerschoot";"Waarschoot";"Gent"
18086;18112;"Asper";"Asper";"Gent"
18087;18113;"Gand";"Gent";"Gent"
18088;18114;"Gand";"Gent";"Gent"
18089;18115;"Sleidinge";"Sleidinge";"Gent"
18090;18116;"Gand";"Gent";"Gent"
18091;18117;"Lootenhulle";"Lotenhulle";"Gent"
18092;18118;"Laerne";"Laarne";"Gent"
18093;18119;"Gand";"Gent";"Gent"
18094;18120;"adegem";"Adegem";"Gent"
18095;18121;"Gysenzeele";"Gijzenzele";"Gent"
18096;18122;"Gand";"Gent";"Gent"
18097;18123;"Lembeke";"Lembeke";"Gent"
18098;18124;"Hagenstein (Nl)";"Nederland";"Gent"
18099;18125;"Eecloo";"Eeklo";"Gent"
18100;18126;"Gand";"Gent";"Gent"
18101;18126;;;"Gent"
18102;18127;"Lede";"Lede";"Gent"
18103;18128;"Gand";"Gent";"Gent"
18104;18129;"syverghem";"Zevergem";"Gent"
18105;18130;"Gand";"Gent";"Gent"
18106;18131;"Oostacker";"Oostakker";"Gent"
18107;18132;"Gand";"Gent";"Gent"
18108;18133;"Gand";"Gent";"Gent"
18109;18134;"Gand";"Gent";"Gent"
18110;18135;"Moerseele";"Moerzeke";"Gent"
18111;18136;"Sleidinge";"Sleidinge";"Gent"
18112;18137;"Swynaerde";"Zwijnaarde";"Gent"
18113;18138;"Gand";"Gent";"Gent"
18114;18139;"Jabbeke";"Jabbeke";"Gent"
18115;18140;"Gand";"Gent";"Gent"
18116;18141;"Lokeren";"Lokeren";"Gent"
18117;18142;"Baelegem";"Balegem";"Gent"
18118;18143;"Gand";"Gent";"Gent"
18119;18144;"Oostacker";"Oostakker";"Gent"
18120;18145;"Gand";"Gent";"Gent"
18121;18146;"Halluin (Fr)";"Halewijn";"Gent"
18122;18147;"St Omer (Fr)";"Frankrijk";"Gent"
18123;18148;"Gentbrugge";"Gentbrugge";"Gent"
18124;18149;"Gand";"Gent";"Gent"
18125;18150;"Courtrai";"Kortrijk";"Gent"
18126;18151;"Anvers";"Antwerpen";"Gent"
18127;18152;"Gand";"Gent";"Gent"
18128;18153;"Schaerbeek";"Schaarbeek";"Gent"
18129;18155;"cruyshautem";"Kruishoutem";"Gent"
18130;18156;"Bruges";"Brugge";"Gent"
18131;18157;"Evergem";"Evergem";"Gent"
18132;18158;"Mont St. Amand";"Sint-Amandsberg";"Gent"
18133;18159;"Oostacker";"Oostakker";"Gent"
18134;18160;"Gand";"Gent";"Gent"
18135;18161;"Wondelghem";"Wondelgem";"Gent"
18136;18162;"Gand";"Gent";"Gent"
18137;18163;"merelbeke";"Merelbeke";"Gent"
18138;18164;"Gand";"Gent";"Gent"
18139;18171;"Lovendegem";"Lovendegem";"Gent"
18140;18172;"Lokeren";"Lokeren";"Gent"
18141;18173;"Maldegem";"Maldegem";"Gent"
18142;18174;"Zwynaerde";"Zwijnaarde";"Gent"
18143;18175;"Papenbourg (Du)";"Duitsland";"Gent"
18144;18176;"Gand";"Gent";"Gent"
18145;18177;"Roubaix (Fr)";"Frankrijk";"Gent"
18146;18178;"Gand";"Gent";"Gent"
18147;18179;"Leerne St. Martin";"Sint Martens-Leerne";"Gent"
18148;18180;"Leerne St. Martin";"Sint Martens-Leerne";"Gent"
18149;18181;"Oostacker";"Oostakker";"Gent"
18150;18182;"Meerendree";"Merendree";"Gent"
18151;18183;"Bruges";"Brugge";"Gent"
18152;18184;"Coolkerke";"Koolkerke";"Gent"
18153;18185;"Tourcoing";"Frankrijk";"Gent"
18154;18186;"Gand";"Gent";"Gent"
18155;18187;"Lokeren";"Lokeren";"Gent"
18156;18188;"Gand";"Gent";"Gent"
18157;18189;"Ledeberg";"Ledeberg";"Gent"
18158;18190;"Gand";"Gent";"Gent"
18159;18191;"Gand";"Gent";"Gent"
18160;18192;"Deynze";"Deinze";"Gent"
18161;18193;"Laetinge (Nl)";"Nederland";"Gent"
18162;18194;"Sleidinge";"Sleidinge";"Gent"
18163;18195;"Courtrai";"Kortrijk";"Gent"
18164;18196;"Gand";"Gent";"Gent"
18165;18197;"Gand";"Gent";"Gent"
18166;18198;"Mariakerke";"Mariakerke (Gent)";"Gent"
18167;18199;"Tronchiennes";"Drongen";"Gent"
18168;18200;"Aeltre";"Aalter";"Gent"
18169;18201;"Sleidinge";"Sleidinge";"Gent"
18170;18202;"Gand";"Gent";"Gent"
18171;18203;"Gand";"Gent";"Gent"
18172;18204;"Gand";"Gent";"Gent"
18173;18205;"azin (Fr)";"Frankrijk";"Gent"
18174;18206;"Nevele";"Nevele";"Gent"
18175;18207;"Leupeghem";"Leupegem";"Gent"
18176;18208;"Bruges";"Brugge";"Gent"
18177;18209;"Nevele";"Nevele";"Gent"
18178;18210;"Gand";"Gent";"Gent"
18179;18211;"Eecloo";"Eeklo";"Gent"
18180;18212;"Eyne";"Eine";"Gent"
18181;18213;"Gand";"Gent";"Gent"
18182;18214;"Wondelgem";"Wondelgem";"Gent"
18183;18215;"Gavre";"Gavere";"Gent"
18184;18216;"Oostacker";"Oostakker";"Gent"
18185;18217;"Gand";"Gent";"Gent"
18186;18218;"Gand";"Gent";"Gent"
18187;18219;"Scheldewindeke";"Scheldewindeke";"Gent"
18188;18220;"St. Nicholas";"Sint-Niklaas";"Gent"
18189;18221;"Gand";"Gent";"Gent"
18190;18222;"Gand";"Gent";"Gent"
18191;18223;"Gand";"Gent";"Gent"
18192;18224;"Gand";"Gent";"Gent"
18193;18225;"Gullegem";"Gullegem";"Gent"
18194;18226;"Nederbrakel";"Nederbrakel";"Gent"
18195;18227;"Nederbrakel";"Nederbrakel";"Gent"
18196;18228;"Gand";"Gent";"Gent"
18197;18229;"Gand";"Gent";"Gent"
18198;18230;"Renaix";"Ronse";"Gent"
18199;18231;"Tuln (Au)";"Oostenrijk";"Gent"
18200;18232;"Beersem";"Beernem";"Gent"
18201;18233;"Laerne";"Laarne";"Gent"
18202;18234;"Erembodegem";"Erembodgem";"Gent"
18203;18235;"Gand";"Gent";"Gent"
18204;18236;"Gand";"Gent";"Gent"
18205;18237;"Gand";"Gent";"Gent"
18206;18238;"Beerlegem";"Beerlegem";"Gent"
18207;18239;"Oostacker";"Oostakker";"Gent"
18208;18240;"Gand";"Gent";"Gent"
18209;18241;"Petegem les Lysse";"Petegem (Deinze)";"Gent"
18210;18242;"Elsegem";"Elsegem";"Gent"
18211;18243;"Adegem";"Adegem";"Gent"
18212;18244;"Wetteren";"Wetteren";"Gent"
18213;18245;"Gand";"Gent";"Gent"
18214;18246;"Velzeke Ruddershove";"Velzeke";"Gent"
18215;18247;"Gand";"Gent";"Gent"
18216;18248;"Hansbeke";"Hansbeke";"Gent"
18217;18249;"Gand";"Gent";"Gent"
18218;18250;"Warquignies (Hainaut)";"Warquignies";"Gent"
18219;18251;"waetersdyk";"Waterdijk";"Gent"
18220;18252;"Charleroi";"Charleroi";"Gent"
18221;18253;"Synghem";"Zingem";"Gent"
18222;18254;"Gand";"Gent";"Gent"
18223;18255;"Gand";"Gent";"Gent"
18224;18256;"Gand";"Gent";"Gent"
18225;18257;"Hilleghem";"Hillegem";"Gent"
18226;18258;"Gand";"Gent";"Gent"
18227;18259;"Gand";"Gent";"Gent"
18228;18260;"Gand";"Gent";"Gent"
18229;18261;"Wetteren";"Wetteren";"Gent"
18230;18262;"eecke";"Eke";"Gent"
18231;18263;"Synghem";"Zingem";"Gent"
18232;18264;"Gand";"Gent";"Gent"
18233;18265;"St. Nicholas";"Sint-Niklaas";"Gent"
18234;18266;"Breda (Nl)";"Nederland";"Gent"
18235;18267;"Vive St. Bavon";"Sint-Baafs-Vijve";"Gent"
18236;18268;"Moorslede";"Moorslede";"Gent"
18237;18269;"Maeler";"Maeter";"Gent"
18238;18270;"Gand";"Gent";"Gent"
18239;18271;"Waerschoot";"Waarschoot";"Gent"
18240;18272;"Gand";"Gent";"Gent"
18241;18273;"Bruges";"Brugge";"Gent"
18242;18274;"Gand";"Gent";"Gent"
18243;18275;"Saffelaere";"Zaffelare";"Gent"
18244;18276;"Ledeberg";"Ledeberg";"Gent"
18245;18277;"Gand";"Gent";"Gent"
18246;18278;"Oostacker";"Oostakker";"Gent"
18247;18279;"Baelegem";"Balegem";"Gent"
18248;18280;"Gand";"Gent";"Gent"
18249;18281;"Gand";"Gent";"Gent"
18250;18282;"Gand";"Gent";"Gent"
18251;18283;"Gand";"Gent";"Gent"
18252;18284;"Swynaerde";"Zwijnaarde";"Gent"
18253;18285;"Gand";"Gent";"Gent"
18254;18286;"Oostacker";"Oostakker";"Gent"
18255;18287;"Gand";"Gent";"Gent"
18256;18288;"Gand";"Gent";"Gent"
18257;18289;"Lille";"Frankrijk";"Gent"
18258;18290;"Gand";"Gent";"Gent"
18259;18291;"Gand";"Gent";"Gent"
18260;18292;"Gand";"Gent";"Gent"
18261;18293;"Somergem";"Zomergem";"Gent"
18262;18294;"Louvain";"Leuven";"Gent"
18263;18295;"audenaerde";"Oudenaarde";"Gent"
18264;18296;"Gand";"Gent";"Gent"
18265;18297;"Gand";"Gent";"Gent"
18266;18298;"Exearde";"Eksaarde";"Gent"
18267;18299;"Gand";"Gent";"Gent"
18268;18300;"Avelghem";"Avelgem";"Gent"
18269;18301;"Gand";"Gent";"Gent"
18270;18302;"Gand";"Gent";"Gent"
18271;18303;"Gand";"Gent";"Gent"
18272;18304;"Bellem";"Bellem";"Gent"
18273;18305;"Gand";"Gent";"Gent"
18274;18306;"Seghem";"Izegem";"Gent"
18275;18307;"Gand";"Gent";"Gent"
18276;18308;"Sleidinge";"Sleidinge";"Gent"
18277;18309;"Heerle";"Nederland";"Gent"
18278;18310;"Deynze";"Deinze";"Gent"
18279;18311;"Ledeberg";"Ledeberg";"Gent"
18280;18312;"Ursel";"Ursel";"Gent"
18281;18313;"Gand";"Gent";"Gent"
18282;18314;"Horebeke St. Corneille";"Sint-Kornelis-Horebeke";"Gent"
18283;18315;"Saffelaere";"Zaffelare";"Gent"
18284;18316;"Gand";"Gent";"Gent"
18285;18317;"Wachtebeke";"Wachtebeke";"Gent"
18286;18318;"Wachtebeke";"Wachtebeke";"Gent"
18287;18319;"Swynaerde";"Zwijnaarde";"Gent"
18288;18320;"St. Joost Ten Node";"Sint-Joost-ten-Node";"Gent"
18289;18321;"Somerghem";"Zomergem";"Gent"
18290;18323;"Heusden";"Heusden";"Gent"
18291;18324;"Ledeberg";"Ledeberg";"Gent"
18292;18325;"Gand";"Gent";"Gent"
18293;18326;"Gand";"Gent";"Gent"
18294;18327;"Oostwinkel";"Oostwinkel";"Gent"
18295;18328;"Maldegem";"Maldegem";"Gent"
18296;18329;"Gand";"Gent";"Gent"
18297;18330;"Courtrai";"Kortrijk";"Gent"
18298;18331;"Mooregem";"Moregem";"Gent"
18299;18332;"Gand";"Gent";"Gent"
18300;18333;"Roubaix";"Frankrijk";"Gent"
18301;18334;"Deurne (Anvers)";"Deurne";"Gent"
18302;18335;"Gand";"Gent";"Gent"
18303;18336;"Gand";"Gent";"Gent"
18304;18337;"Zedelghem";"Zedelgem";"Gent"
18305;18338;"Quaremons";"Kwaremont";"Gent"
18306;18339;"Gand";"Gent";"Gent"
18307;18340;"Bruxelles";"Brussel";"Gent"
18308;18341;"Aeltre";"Aalter";"Gent"
18309;18342;"Gand";"Gent";"Gent"
18310;18343;"Renaix";"Ronse";"Gent"
18311;18344;"Gand";"Gent";"Gent"
18312;18345;"Gand";"Gent";"Gent"
18313;18346;"Gand";"Gent";"Gent"
18314;18347;"Landegem";"Landegem";"Gent"
18315;18348;"Nazareth";"Nazareth";"Gent"
18316;18349;"Loochristy";"Lochristi";"Gent"
18317;18350;"Alveringem";"Alveringem";"Gent"
18318;18351;"Gand";"Gent";"Gent"
18319;18352;"Gand";"Gent";"Gent"
18320;18353;"Gand";"Gent";"Gent"
18321;18354;"Neygem";"Neigem";"Gent"
18322;18355;"moerzeke";"Moerzeke";"Gent"
18323;18356;"aeltre";"Aalter";"Gent"
18324;18357;"Gand";"Gent";"Gent"
18325;18358;"Gand";"Gent";"Gent"
18326;18359;"Gand";"Gent";"Gent"
18327;18360;"Gand";"Gent";"Gent"
18328;18361;"Eecloo";"Eeklo";"Gent"
18329;18362;"Delft (Nl)";"Nederland";"Gent"
18330;18363;"Gand";"Gent";"Gent"
18331;18364;"Mont St. Amand";"Sint-Amandsberg";"Gent"
18332;18365;"Gand";"Gent";"Gent"
18333;18366;"Gand";"Gent";"Gent"
18334;18367;"Seevergem";"Zevergem";"Gent"
18335;18368;"Gand";"Gent";"Gent"
18336;18369;"Bruges";"Brugge";"Gent"
18337;18370;"Gand";"Gent";"Gent"
18338;18371;"Aeltre";"Aalter";"Gent"
18339;18372;"Somergem";"Zomergem";"Gent"
18340;18373;"Gand";"Gent";"Gent"
18341;18374;"Eecloo";"Eeklo";"Gent"
18342;18375;"Hamme";"Hamme";"Gent"
18343;18376;"Gand";"Gent";"Gent"
18344;18377;"Gand";"Gent";"Gent"
18345;18378;"Gand";"Gent";"Gent"
18346;18379;"Cruyshoutem";"Kruishoutem";"Gent"
18347;18380;"Gand";"Gent";"Gent"
18348;18381;"Selzaete";"Zelzate";"Gent"
18349;18382;"Gand";"Gent";"Gent"
18350;18383;"Gand";"Gent";"Gent"
18351;18384;"Gand";"Gent";"Gent"
18352;18385;"Gand";"Gent";"Gent"
18353;18386;"Waerschoot";"Waarschoot";"Gent"
18354;18387;"Gand";"Gent";"Gent"
18355;18388;"Bellem";"Bellem";"Gent"
18356;18390;"Gand";"Gent";"Gent"
18357;18391;"Gand";"Gent";"Gent"
18358;18392;"Gand";"Gent";"Gent"
18359;18393;"St. Nicholas";"Sint-Niklaas";"Gent"
18360;18394;"Loochristy";"Lochristi";"Gent"
18361;18395;"Gand";"Gent";"Gent"
18362;18396;"Poucke";"Poeke";"Gent"
18363;18397;"Ledeberg";"Ledeberg";"Gent"
18364;18398;"Gand";"Gent";"Gent"
18365;18399;"Gand";"Gent";"Gent"
18366;18400;"Gand";"Gent";"Gent"
18367;18401;"aersele";"Aarsele";"Gent"
18368;18402;"Mouscron";"Moeskroen";"Gent"
18369;18403;"Sweveghem";"Zwevegem";"Gent"
18370;18404;"La chapelle d'Armentieres (Fr)";"Frankrijk";"Gent"
18371;18405;"Dieppe (Fr)";"Frankrijk";"Gent"
18372;18406;"Gand";"Gent";"Gent"
18373;18407;"Tirlemont";"Tienen";"Gent"
18374;18408;"Baelegem";"Balegem";"Gent"
18375;18409;"Slype";"Slijpe";"Gent"
18376;18410;"Gand";"Gent";"Gent"
18377;18411;"Gand";"Gent";"Gent"
18378;18412;"Gand";"Gent";"Gent"
18379;18413;"Evergem";"Evergem";"Gent"
18380;18414;"Gulleghem";"Gullegem";"Gent"
18381;18415;"Hemelveerdegem";"Hemelveerdegem";"Gent"
18382;18416;"Eecloo";"Eeklo";"Gent"
18383;18417;"Ostende";"Oostende";"Gent"
18384;18418;"Gand";"Gent";"Gent"
18385;18419;"Ledeberg";"Ledeberg";"Gent"
18386;18420;"Maerkekerckem";"Maarke-Kerkem";"Gent"
18387;18421;"Wetteren";"Wetteren";"Gent"
18388;18422;"Baveghem";"Bavegem";"Gent"
18389;18423;"Maldegem";"Maldegem";"Gent"
18390;18424;"Deynze";"Deinze";"Gent"
18391;18425;"Aeltre";"Aalter";"Gent"
18392;18426;"Gand";"Gent";"Gent"
18393;18427;"Ledeberg";"Ledeberg";"Gent"
18394;18428;"Gand";"Gent";"Gent"
18395;18429;"Gand";"Gent";"Gent"
18396;18430;"Gand";"Gent";"Gent"
18397;18431;"Lootenhulle";"Lotenhulle";"Gent"
18398;18432;"Ursel";"Ursel";"Gent"
18399;18433;"Bruges";"Brugge";"Gent"
18400;18434;"Gand";"Gent";"Gent"
18401;18435;"Harlebeke";"Harelbeke";"Gent"
18402;18436;"Beernem";"Beernem";"Gent"
18403;18437;"Gand";"Gent";"Gent"
18404;18438;"Gand";"Gent";"Gent"
18405;18439;"Gand";"Gent";"Gent"
18406;18440;"Bruges";"Brugge";"Gent"
18407;18441;"Aeygem";"Aaigem";"Gent"
18408;18442;"Saintes (Brabant)";"Sint-Renelde";"Gent"
18409;18443;"Swynaerde";"Zwijnaarde";"Gent"
18410;18444;"St. Laurent";"Sint-Laureins";"Gent"
18411;18445;"Gand";"Gent";"Gent"
18412;18446;"Gand";"Gent";"Gent"
18413;18447;"Schoorisse";"Schorisse";"Gent"
18414;18448;"Eecke";"Eke";"Gent"
18415;18449;"Gand";"Gent";"Gent"
18416;18450;"Gand";"Gent";"Gent"
18417;18451;"Bruges";"Brugge";"Gent"
18418;18452;"Gand";"Gent";"Gent"
18419;18453;"Gand";"Gent";"Gent"
18420;18454;"Gand";"Gent";"Gent"
18421;18455;"Gand";"Gent";"Gent"
18422;18456;"Eecke";"Eke";"Gent"
18423;18457;"gand";"Gent";"Gent"
18424;18458;"gand";"Gent";"Gent"
18425;18459;"Petegem";"Petegem (Deinze)";"Gent"
18426;18460;"Gand";"Gent";"Gent"
18427;18461;"Gand";"Gent";"Gent"
18428;18462;"Gand";"Gent";"Gent"
18429;18463;"anthal (Prusse)";"Pruisen";"Gent"
18430;18464;"Hauthem";"Sint-Lievens-Houtem";"Gent"
18431;18465;"Lootenhulle";"Lotenhulle";"Gent"
18432;18466;"Cruyshautem";"Kruishoutem";"Gent"
18433;18467;"Gand";"Gent";"Gent"
18434;18468;"Passchendaele";"Passendale";"Gent"
18435;18469;"Gand";"Gent";"Gent"
18436;18470;"Gand";"Gent";"Gent"
18437;18471;"Gand";"Gent";"Gent"
18438;18472;"Denderleeuw";"Denderleeuw";"Gent"
18439;18473;"Wetteren";"Wetteren";"Gent"
18440;18474;"Gand";"Gent";"Gent"
18441;18475;"Gand";"Gent";"Gent"
18442;18476;"Gand";"Gent";"Gent"
18443;18477;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
18444;18478;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
18445;18479;"Gand";"Gent";"Gent"
18446;18480;"Eecloo";"Eeklo";"Gent"
18447;18481;"nazareth";"Nazareth";"Gent"
18448;18482;"Gand";"Gent";"Gent"
18449;18483;"Gand";"Gent";"Gent"
18450;18484;"Lille (Fr)";"Frankrijk";"Gent"
18451;18485;"Appelterre";"Appelterre";"Gent"
18452;18486;"Etichove";"Etikhove";"Gent"
18453;18487;"Gand";"Gent";"Gent"
18454;18488;"Gand";"Gent";"Gent"
18455;18489;"Gand";"Gent";"Gent"
18456;18490;"Melden";"Melden";"Gent"
18457;18491;"Gand";"Gent";"Gent"
18458;18492;"Gand";"Gent";"Gent"
18459;18493;"Gand";"Gent";"Gent"
18460;18494;"Dickelvenne";"Dikkelvenne";"Gent"
18461;18495;"Gand";"Gent";"Gent"
18462;18496;"Kerckhove";"Kerkhove";"Gent"
18463;18497;"Vynckt";"Vinkt";"Gent"
18464;18498;"Gand";"Gent";"Gent"
18465;18499;"Wetteren";"Wetteren";"Gent"
18466;18500;"Gand";"Gent";"Gent"
20076;20117;"Gand";"Gent";"Gent"
20077;20118;"Aeltre";"Aalter";"Gent"
20078;20119;"Machelen";"Machelen";"Gent"
20079;20120;"Erpe";"Erpe";"Gent"
20080;20121;"Gand";"Gent";"Gent"
20081;20122;"Eyne";"Eine";"Gent"
20082;20123;"Oostacker";"Oostakker";"Gent"
20083;20124;"Sleydinge";"Sleidinge";"Gent"
20084;20125;"Schedewwinkel";"Scheldewindeke";"Gent"
20085;20126;"Auwegem";"Ouwegem";"Gent"
20086;20127;"Gand";"Gent";"Gent"
20087;20128;"Bouchaute";"Boekhoute";"Gent"
20088;20129;"Gand";"Gent";"Gent"
20089;20130;"Gand";"Gent";"Gent"
20090;20131;"Gand";"Gent";"Gent"
20091;20132;"Gand";"Gent";"Gent"
20092;20133;"Gand";"Gent";"Gent"
20093;20134;"Berlaere";"Berlare";"Gent"
20094;20135;"Gand";"Gent";"Gent"
20095;20136;"Bruges";"Brugge";"Gent"
20096;20137;"Gand";"Gent";"Gent"
20097;20138;"Gand";"Gent";"Gent"
20098;20139;"Coolscamp";"Koolskamp";"Gent"
20099;20140;"Maestricht";"Nederland";"Gent"
20100;20141;"Lootenhulle";"Lotenhulle";"Gent"
20101;20142;"Gand";"Gent";"Gent"
20102;20143;"Kerckhore";"Kerkhove";"Gent"
20103;20144;"Hautem St. Lievin";"Sint-Lievens-Houtem";"Gent"
20104;20145;"Zele";"Zele";"Gent"
20105;20146;"Gand";"Gent";"Gent"
20106;20147;"Vinderhaute";"Vinderhoute";"Gent"
20107;20148;"Gand";"Gent";"Gent"
20108;20149;"Gand";"Gent";"Gent"
20109;20150;"Gand";"Gent";"Gent"
20110;20151;"Mariakerke";"Mariakerke (Gent)";"Gent"
20111;20152;"Gand";"Gent";"Gent"
20112;20153;"Gand";"Gent";"Gent"
20113;20154;"Gand";"Gent";"Gent"
20114;20155;"Gand";"Gent";"Gent"
20115;20156;"Lille";"Frankrijk";"Gent"
20116;20157;"Calcken";"Kalken";"Gent"
20117;20158;"Gand";"Gent";"Gent"
20118;20159;"Wondelgem";"Wondelgem";"Gent"
20119;20160;"Wetteren";"Wetteren";"Gent"
20120;20161;"Heusden";"Heusden";"Gent"
20121;20162;"Gand";"Gent";"Gent"
20122;20163;"Gand";"Gent";"Gent"
20123;20164;"Gand";"Gent";"Gent"
20124;20165;"Gand";"Gent";"Gent"
20125;20166;"Nazareth";"Nazareth";"Gent"
20126;20167;"Gand";"Gent";"Gent"
20127;20168;"cluysen";"Kluizen";"Gent"
20128;20169;"Gand";"Gent";"Gent"
20129;20170;"Gand";"Gent";"Gent"
20130;20171;"Syngem";"Zingem";"Gent"
20131;20172;"Anderlecht";"Anderlecht";"Gent"
20132;20173;"Heule";"Heule";"Gent"
20133;20174;"Ledeberg";"Ledeberg";"Gent"
20134;20175;"Gand";"Gent";"Gent"
20135;20176;"Gand";"Gent";"Gent"
20136;20177;"Gand";"Gent";"Gent"
20137;20178;"Auwegem";"Ouwegem";"Gent"
20138;20179;"Lovendegem";"Lovendegem";"Gent"
20139;20180;"Clerken";"Klerken";"Gent"
20140;20181;"Gand";"Gent";"Gent"
20141;20182;"Gand";"Gent";"Gent"
20142;20183;"Gand";"Gent";"Gent"
20143;20184;"Gand";"Gent";"Gent"
20144;20185;"Bruges";"Brugge";"Gent"
20145;20186;"Gand";"Gent";"Gent"
20146;20187;"Gand";"Gent";"Gent"
20147;20188;"Gand";"Gent";"Gent"
20148;20189;"Gand";"Gent";"Gent"
20149;20190;"Loochristy";"Lochristi";"Gent"
20150;20191;"Evergem";"Evergem";"Gent"
20151;20192;"Gand";"Gent";"Gent"
20152;20193;"Gand";"Gent";"Gent"
20153;20194;"Gand";"Gent";"Gent"
20154;20195;"Gand";"Gent";"Gent"
20155;20196;"Laethem St. Martin";"Sint-Martens-Latem";"Gent"
20156;20197;"Lokeren";"Lokeren";"Gent"
20157;20198;"Huyse";"Huise";"Gent"
20158;20199;"Gand";"Gent";"Gent"
20159;20200;"Gand";"Gent";"Gent"
20160;20201;"Evergem";"Evergem";"Gent"
20161;20202;"Gand";"Gent";"Gent"
20162;20203;"Gand";"Gent";"Gent"
20163;20204;"Leeuwergem";"Leeuwergem";"Gent"
18467;18501;"Severgem";"Zevergem";"Gent"
18468;18502;"Wetteren";"Wetteren";"Gent"
18469;18503;"Watervliet";"Watervliet";"Gent"
18470;18504;"Ledeberg";"Ledeberg";"Gent"
18471;18505;"Grammene";"Grammene";"Gent"
18472;18506;"Oostacker";"Oostakker";"Gent"
18473;18507;"Gand";"Gent";"Gent"
18474;18508;"Gand";"Gent";"Gent"
18475;18509;"Gand";"Gent";"Gent"
18476;18510;"Maldegem";"Maldegem";"Gent"
18477;18511;"Gand";"Gent";"Gent"
18478;18512;"Knesselaere";"Knesselare";"Gent"
18479;18513;"Gand";"Gent";"Gent"
18480;18514;"Gand";"Gent";"Gent"
18481;18515;"Gand";"Gent";"Gent"
18482;18516;"Somergem";"Zomergem";"Gent"
18483;18517;"Gand";"Gent";"Gent"
18484;18518;"Nederzwalm";"Nederzwalm";"Gent"
18485;18519;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
18486;18520;"Gand";"Gent";"Gent"
18487;18521;"Gand";"Gent";"Gent"
18488;18522;"Baegem";"Baaigem";"Gent"
18489;18523;"St. Denis Westrem";"Sint-Denijs-Westrem";"Gent"
18490;18524;"Aygem";"Aaigem";"Gent"
18491;18525;"Gand";"Gent";"Gent"
18492;18526;"Gand";"Gent";"Gent"
18493;18527;"Gand";"Gent";"Gent"
18494;18528;"Gand";"Gent";"Gent"
18495;18529;"Ledeberg";"Ledeberg";"Gent"
18496;18530;"Gand";"Gent";"Gent"
18497;18531;"Gand";"Gent";"Gent"
18498;18532;"Gand";"Gent";"Gent"
18499;18533;"Stekene";"Stekene";"Gent"
18500;18534;"Semmerzaeke";"Semmerzake";"Gent"
18501;18535;"Gand";"Gent";"Gent"
18502;18536;"Gand";"Gent";"Gent"
18503;18537;"Gand";"Gent";"Gent"
18504;18538;"Gand";"Gent";"Gent"
18505;18539;"Synghem";"Zingem";"Gent"
18506;18540;"Gand";"Gent";"Gent"
18507;18541;"Gand";"Gent";"Gent"
18508;18542;"Gand";"Gent";"Gent"
18509;18543;"Seevenecken";"Zeveneken";"Gent"
18510;18544;"Gand";"Gent";"Gent"
18511;18545;"Gand";"Gent";"Gent"
18512;18546;"Vinderhaute";"Vinderhoute";"Gent"
18513;18547;"Tronchiennes";"Drongen";"Gent"
18514;18548;"Oostacker";"Oostakker";"Gent"
18515;18549;"Cruyshoutem";"Kruishoutem";"Gent"
18516;18550;"Gand";"Gent";"Gent"
18517;18551;"Charleroi";"Charleroi";"Gent"
18518;18552;"Eecke";"Eke";"Gent"
18519;18553;"Ertvelde";"Ertvelde";"Gent"
18520;18554;"Gand";"Gent";"Gent"
18521;18555;"Gand";"Gent";"Gent"
18522;18556;"Gand";"Gent";"Gent"
18523;18557;"Arras (Fr)";"Frankrijk";"Gent"
18524;18558;"Gand";"Gent";"Gent"
18525;18559;"Gand";"Gent";"Gent"
18526;18560;"Mariakercke";"Mariakerke (Gent)";"Gent"
18527;18561;"Halluin";"Frankrijk";"Gent"
18528;18562;"Gand";"Gent";"Gent"
18529;18563;"Ledeberg";"Ledeberg";"Gent"
18530;18564;"Gand";"Gent";"Gent"
18531;18565;"Gand";"Gent";"Gent"
18532;18566;"Gand";"Gent";"Gent"
